instance_id	variant	nonempty	patch_sha256	result_rows	dataset_source	problem_statement_tokens	first_prompt_profile	context_profile_version	response_prefill	max_retries	generation_extra_body	candidate_entity_count	candidate_file_count	candidate_class_scope_count	first_prompt_rendered_entity_count	first_prompt_source_entity_count	first_prompt_tokens	retry_count	final_status	applied_file_count
pytest-dev__pytest-10081	bm25	1	22287d4841703e64897cfd9acb02f13f8bfdd8ecd46bc1cb2d3b4c5fa4e0dc59	1	SWE-bench_Verified	719	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	17	12	6	17	2	3769	0	success	1
pytest-dev__pytest-5631	bm25	1	269fd95b81f102f2d8984d4491fd88a6ef7a4f0640af33334824a9841641702e	1	SWE-bench_Verified	639	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	18	7	6	18	6	3801	0	success	1
pytest-dev__pytest-6202	bm25	1	eb515a1b32cac24d4a2d76703d92fdf8c3246f71cc08505bf3827f4f5641249c	1	SWE-bench_Verified	656	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	6	12	19	4	3554	0	success	1
sphinx-doc__sphinx-10435	bm25	1	d7b38ab6577cd187deb0e458f5c16652c2c8fc6612685b1b9fabab7362c6081a	1	SWE-bench_Verified	784	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	17	10	3	11	2	3797	1	success	1
sphinx-doc__sphinx-10673	bm25	1	6334707cdaa4abdb1d08b130ce5c1b6995976debc2d2112f662aefce3297315b	1	SWE-bench_Verified	345	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	18	9	5	18	2	3704	0	partial	1
sphinx-doc__sphinx-7454	bm25	1	d75fd74700ca821d64cbbe79ac40492e841079e332bce378837842c66985e997	1	SWE-bench_Verified	761	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	16	6	4	16	4	3603	0	success	1
sphinx-doc__sphinx-8593	bm25	1	2588b7881e2928e81872959d77edba50ad45243714191c7625bc2c5e469d13a0	1	SWE-bench_Verified	179	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	18	3	7	18	4	3512	0	success	1
sphinx-doc__sphinx-9258	bm25	1	b77501ab4f29421578d3cb58e590d62c9aa8f4f99f3cf032e9837326ee8d6da1	1	SWE-bench_Verified	130	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	15	8	4	15	2	3773	1	success	1
sphinx-doc__sphinx-9281	bm25	1	ae4c0683dc15b31fbdf2190c39ac118977a54e7089571b0157bbded7b0a389e5	1	SWE-bench_Verified	210	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	16	8	5	16	2	3730	0	success	1
sphinx-doc__sphinx-9367	bm25	1	7f323ded5241e46c48483e94fb62e5cc4eb484a86ef017ebe099a81a572c76c3	1	SWE-bench_Verified	142	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	8	5	19	8	3751	0	success	1
sympy__sympy-13091	bm25	1	e46b31f8cba67381caaa123f0ef1fbb741ecd3d0175c196cb7c2aa5bc0c5311e	1	SWE-bench_Verified	433	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	14	8	2	14	8	3803	0	success	2
sympy__sympy-16597	bm25	1	a3e69ac49ff9a852a793fe22d737b333197c53db7c17b1e4f4821b327ef7fc90	1	SWE-bench_Verified	88	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	14	6	0	14	6	3603	0	success	1
sympy__sympy-18763	bm25	1	24327f1a7ebf658b028a7afd3ab42499c5de27ef03742b0f1f185a3bd20442be	1	SWE-bench_Verified	208	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	13	9	2	13	7	2904	0	success	1
sympy__sympy-20590	bm25	1	cb4c559028f9399711c66455f75ef00eb82f1ea31f64e0df22d121b4db1d5699	1	SWE-bench_Verified	187	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	10	5	2	10	4	2898	0	success	1
