instance_id	variant	nonempty	patch_sha256	result_rows	dataset_source	problem_statement_tokens	first_prompt_profile	context_profile_version	response_prefill	max_retries	generation_extra_body	candidate_entity_count	candidate_file_count	candidate_class_scope_count	first_prompt_rendered_entity_count	first_prompt_source_entity_count	first_prompt_tokens	retry_count	final_status	applied_file_count
astropy__astropy-8707	issue	1	71243399517aee0e290d48ee78cd9e78745f5bb5204edc3b9f2d80708244ede9	1	temp_run/generated/SWE-bench_Verified.jsonl	197	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	4	2	0	4	3	1947	0	success	2
astropy__astropy-8872	issue	1	e21cf29bcdbd84da08e2537eec40f2a19caf33108d1e48237c1bf34da44cb7b8	1	temp_run/generated/SWE-bench_Verified.jsonl	291	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	2	1	0	2	2	1753	0	success	1
django__django-10097	issue	1	eb0270271c3bc8ec8a36ec369a40d8a0c50353322a57994bd7617183ee8e6b44	1	temp_run/generated/SWE-bench_Verified.jsonl	563	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	1	1	1	1	1	1903	0	success	1
django__django-10554	issue	1	171f4c5b324c857d042b39f2db98d286a16daae37a2428a3dc545a64c946bf30	1	temp_run/generated/SWE-bench_Verified.jsonl	821	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	10	3	0	10	4	3164	0	success	1
django__django-10880	issue	1	01d1b48332f85266d21f92fe5e0da3a1876cae515a45ac57254ed7e0325bcf28	1	temp_run/generated/SWE-bench_Verified.jsonl	59	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	4	4	1	4	4	1900	0	success	1
django__django-10914	issue	1	2a202351921955c92ab737066db124a621abcd964be31e62b5af56401cbe566c	1	temp_run/generated/SWE-bench_Verified.jsonl	216	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	8	4	8	8	4	2887	0	success	1
django__django-10973	issue	1	21e6ac7f5d23138ae5a7f763a739b42042ae3d2b042dcb9e3ad2221f6b099144	1	temp_run/generated/SWE-bench_Verified.jsonl	80	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	4	2	4	4	2	1638	0	success	1
django__django-10999	issue	1	bd61ed3020e5c7275f9e9b1f0eb7f1b8f32a7d40707915e027b66f590dcb442b	1	temp_run/generated/SWE-bench_Verified.jsonl	220	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	1	1	0	1	1	1236	0	success	1
django__django-11066	issue	1	92478704b2c28d70c92cd30fd027b12f328a470a6b8495dd3d87d8d49c8908a6	1	temp_run/generated/SWE-bench_Verified.jsonl	409	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	1	1	1	1	1	1561	0	success	1
django__django-11087	issue	0		1	temp_run/generated/SWE-bench_Verified.jsonl	1212	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	7	3	0	7	4	3400	1	failed	0
django__django-11095	issue	1	89c874fb9fd7fa1b5b8c1998698a9933de14eb669ceaf6e735de5d7c13919b19	1	temp_run/generated/SWE-bench_Verified.jsonl	89	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	4	1	0	4	2	1243	0	success	1
django__django-11099	issue	1	2db38bbb09dc12234b38bc3973585edd1f149f33761c5e34f56bf8238406d399	1	temp_run/generated/SWE-bench_Verified.jsonl	171	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	0	0	0	0	0	861	0	success	1
django__django-11119	issue	1	f4cd8539831a3a7bf11852f6c2bfafd9886b323b5857b5612017a9214b59c001	1	temp_run/generated/SWE-bench_Verified.jsonl	84	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	4	2	4	4	2	1938	0	success	1
django__django-11133	issue	1	870986ff525c285b266961b302232a2372948f91c1af346ee435ef34e56485a6	1	temp_run/generated/SWE-bench_Verified.jsonl	190	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	4	2	1	4	3	2015	0	success	1
django__django-11138	issue	1	77a00add5c65dfe9191a22141ff72fafbee9f20fa4c6460db280e213a4350205	1	temp_run/generated/SWE-bench_Verified.jsonl	894	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	9	3	0	9	4	2501	0	partial	1
django__django-11141	issue	1	604d1db105397c5b5ccc100e83ceec36d6fefea2e587026d8c69825115a8dfe1	1	temp_run/generated/SWE-bench_Verified.jsonl	179	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	6	2	0	6	3	2169	0	success	1
django__django-11149	issue	1	9df56730cf540cceb8aaed2baeee9cf912948bea3108c737764c416f8bdeb1fc	1	temp_run/generated/SWE-bench_Verified.jsonl	189	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	9	1	0	9	2	1736	1	success	1
django__django-11163	issue	1	0805c5f45ab01a16afb714b13de98f231507fc9ef8c91d7088a827bf9dc9df67	1	temp_run/generated/SWE-bench_Verified.jsonl	98	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	1	1	0	1	1	1068	0	success	1
django__django-11179	issue	1	c4e3f65cfc8a864159bc689fd2e9d9aa032891f51444aece8b4d44127a5a3218	1	temp_run/generated/SWE-bench_Verified.jsonl	65	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	3	2	0	3	3	1931	0	success	1
django__django-11206	issue	0		1	temp_run/generated/SWE-bench_Verified.jsonl	159	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	1	1	0	1	1	1348	1	failed	0
django__django-11211	issue	1	4d040b1433379e1dea6c838302cbcffa3b072af085beff251bd6ed9777ebff98	1	temp_run/generated/SWE-bench_Verified.jsonl	221	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	7	3	0	7	4	2045	0	success	1
django__django-11239	issue	1	7d063fabba0066c4dad51982f2a88443bfe79883c27ffef07d65b4ec22854393	1	temp_run/generated/SWE-bench_Verified.jsonl	275	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	2	2	2	2	2	1539	0	success	1
django__django-11265	issue	0		1	temp_run/generated/SWE-bench_Verified.jsonl	1085	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	10	2	0	10	4	3352	1	failed	0
django__django-11276	issue	1	380ea9ad3ab1f057eec5f45840d0c6a930acd13f8a859471edcf01e1ae8aa339	1	temp_run/generated/SWE-bench_Verified.jsonl	256	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	9	6	0	9	4	1965	0	success	2
django__django-11292	issue	1	b035c998e9bb94dbf139e98fe1ac1d35814fab5763f483f00d7bff8173968822	1	temp_run/generated/SWE-bench_Verified.jsonl	78	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	8	4	3	8	4	2526	0	success	1
django__django-11299	issue	1	32bc0c76776deb20a8de54a4988eeaca77d1c58fed0879e690782b2916277fa2	1	temp_run/generated/SWE-bench_Verified.jsonl	751	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	2	2	1	2	2	2179	0	success	1
django__django-11333	issue	1	ec85dcb2d49d915143d8e1de100ef1f54b648c7874b294cfcea58f2cd6a62274	1	temp_run/generated/SWE-bench_Verified.jsonl	323	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	6	3	1	6	4	1899	0	partial	1
django__django-11400	issue	1	e12374d5bc1a350a44a235fe8c6374b240753f4df371389d1e038bcfebca9cab	1	temp_run/generated/SWE-bench_Verified.jsonl	187	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	2	1	2	2	2	1866	1	success	1
django__django-11433	issue	1	781eb6115b43fbcf71c9c1244c8d51c61fc1b158294658cb730dbe9473171059	1	temp_run/generated/SWE-bench_Verified.jsonl	137	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	8	3	0	8	4	2252	0	success	1
django__django-11451	issue	1	413609e837cccfcb59d26526dbdcc3837cb435bf7ced5eb5e86ba23a48c3da09	1	temp_run/generated/SWE-bench_Verified.jsonl	444	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	1	1	1	1	1	1607	0	success	1
django__django-11477	issue	1	e018757ecbeb82e2d57e9668353946ce1903312999cd2e884e178d084a88726f	1	temp_run/generated/SWE-bench_Verified.jsonl	48	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	6	2	1	6	4	1905	1	success	1
django__django-11490	issue	1	663e1e10811280e7679042b2a73ca46638a28e06f8671adbee6165a45e075b94	1	temp_run/generated/SWE-bench_Verified.jsonl	126	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	9	3	1	9	4	2651	0	success	1
django__django-11532	issue	1	0e35decd95ca2c4b8c3ad8ef1616c06a2894567418711034223d98bcc8c07a8b	1	temp_run/generated/SWE-bench_Verified.jsonl	677	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	4	1	2	4	2	2185	0	success	1
django__django-11551	issue	1	1d28fed65b53b6e91cf22c8d91ac00b11472335e221247e56fdc222cc4891b3b	1	temp_run/generated/SWE-bench_Verified.jsonl	1212	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	2	1	0	2	2	2413	0	success	1
django__django-11555	issue	1	9d443f2ef5a4eb3ae77dc2b436dd68fa89d54693586b0d18e5cfd6a772744af9	1	temp_run/generated/SWE-bench_Verified.jsonl	165	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	5	4	0	5	4	2181	0	success	1
django__django-11603	issue	0		1	temp_run/generated/SWE-bench_Verified.jsonl	82	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	0	0	0	0	0	772	0	failed	0
django__django-11728	issue	0		1	temp_run/generated/SWE-bench_Verified.jsonl	116	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	0	0	0	0	0	807	0	failed	0
django__django-11734	issue	1	8a0c50d593e28c57c82f0889c0a26c4f8e98ddaaf89fe3d6ce687a5a04a9d131	1	temp_run/generated/SWE-bench_Verified.jsonl	228	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	8	4	2	8	4	2941	0	success	1
django__django-11740	issue	1	d8dc12645a5730da0a4026f5f704fcdffc8ff25fdf7a3d5018076b34fb46e224	1	temp_run/generated/SWE-bench_Verified.jsonl	492	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	7	3	2	7	4	2797	0	success	1
django__django-11749	issue	0		1	temp_run/generated/SWE-bench_Verified.jsonl	277	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	2	2	0	2	2	1663	1	failed	0
django__django-11790	issue	1	3b493074dae3b993888992fa8c10732322c59edc5e1a088bf38fd541af3f8ed7	1	temp_run/generated/SWE-bench_Verified.jsonl	115	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	6	4	5	6	4	2402	0	success	1
django__django-11815	issue	1	14ad25206ec2dbe0a040585d859847597efa9225975aa27048d0d2f6b680b9ed	1	temp_run/generated/SWE-bench_Verified.jsonl	359	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	1	1	1	1	1	1234	0	success	1
django__django-11820	issue	1	3a35648adb83d68e27865d4dfc1eac54b928c5f748c46b5b0f543fb4cf3afb5b	1	temp_run/generated/SWE-bench_Verified.jsonl	102	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	5	4	0	5	4	2069	0	success	1
django__django-11848	issue	1	cb819d4befcc7b0296669298607721d5a1ec4d7e2046fee1b5b88d4992a35d58	1	temp_run/generated/SWE-bench_Verified.jsonl	159	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	1	1	0	1	1	1257	0	success	1
django__django-11880	issue	0		1	temp_run/generated/SWE-bench_Verified.jsonl	265	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	0	0	0	0	0	955	0	failed	0
django__django-11885	issue	1	470eca9843896a4bc820a61050f64e5f4bf88c0f36e57902475fd6e404455380	1	temp_run/generated/SWE-bench_Verified.jsonl	297	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	7	4	1	7	4	2694	0	success	1
django__django-11951	issue	0		1	temp_run/generated/SWE-bench_Verified.jsonl	155	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	0	0	0	0	0	845	0	failed	0
django__django-11964	issue	0		1	temp_run/generated/SWE-bench_Verified.jsonl	518	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	0	0	0	0	0	1208	0	failed	0
django__django-11999	issue	1	5f2d46cb0b01286d9c940f34a38672b43adcaeef81dacae847d7d158be2d081a	1	temp_run/generated/SWE-bench_Verified.jsonl	148	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	3	2	0	3	3	1615	0	success	1
django__django-12039	issue	1	4445e8a3f1db2d1330076e90a4e7b7f7b59f6fdf93af4db6a4a8ccc9b8f5a75f	1	temp_run/generated/SWE-bench_Verified.jsonl	292	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	5	2	5	5	3	1966	0	success	1
django__django-12050	issue	1	46f267d8586aa293f1253351add9644a5710c27ea23f7403382c0172b141ac70	1	temp_run/generated/SWE-bench_Verified.jsonl	70	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	4	4	1	4	4	1899	0	success	1
django__django-12125	issue	1	756814e9a08a64edc366afe8effc383cd0a60ab824531d0503bca45047243c49	1	temp_run/generated/SWE-bench_Verified.jsonl	367	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	8	5	6	8	4	2299	0	success	1
django__django-12143	issue	1	7648aaeec1b8045a2d1f6c738f4fd7b0f2d2514d549d09f14d439317de068e04	1	temp_run/generated/SWE-bench_Verified.jsonl	349	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	1	1	0	1	1	1204	0	success	1
django__django-12155	issue	1	3605a23a4bb9b03da256ed0669b2df7d4190baeed241cfdb1ee96108baaf4ba2	1	temp_run/generated/SWE-bench_Verified.jsonl	183	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	1	1	0	1	1	1116	0	success	1
django__django-12193	issue	1	6ab4d4eb67b2298c86562a5e9d6aa44488fae423ef91bce8c6135314db304fa7	1	temp_run/generated/SWE-bench_Verified.jsonl	158	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	5	2	5	5	4	2395	0	success	1
django__django-12209	issue	1	b17a39dfb8a41a245fd716f3b1fdde2710477f3f1e3d774911e17273f7575b87	1	temp_run/generated/SWE-bench_Verified.jsonl	270	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	0	0	0	0	0	960	0	success	1
django__django-12262	issue	0		1	temp_run/generated/SWE-bench_Verified.jsonl	231	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	4	1	4	4	2	1917	1	failed	0
django__django-12273	issue	1	e96d224608bc9e830d9905b939f210f0f9ebcfa8e4df5740aaf01144d6ae3c90	1	temp_run/generated/SWE-bench_Verified.jsonl	226	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	7	1	0	7	2	2096	0	success	1
django__django-12276	issue	1	69f65945c3e450ab3f350b30bd8e6c790b7b8dab7d2cf1b688a2b9da3d5158a7	1	temp_run/generated/SWE-bench_Verified.jsonl	149	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	2	1	2	2	2	1894	0	success	1
django__django-12304	issue	0		1	temp_run/generated/SWE-bench_Verified.jsonl	125	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	0	0	0	0	0	815	0	failed	0
django__django-12308	issue	1	949fd7a9fcd57614639677ec928e9b458dc806b75dcaf6444511378619f554ec	1	temp_run/generated/SWE-bench_Verified.jsonl	101	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	6	4	2	6	4	2146	0	success	1
django__django-12325	issue	0		1	temp_run/generated/SWE-bench_Verified.jsonl	194	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	6	3	1	6	4	2813	1	failed	0
django__django-12406	issue	1	aa33c447acb5a0faa66c6f95acf4bb4217fff84c27efd535640596569045a752	1	temp_run/generated/SWE-bench_Verified.jsonl	269	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	10	3	10	10	4	2713	1	success	1
django__django-12419	issue	1	16291ecf8f9ac7f0541d701e6e4cf36fec4f8cbd4ad7f106dcd65ec715b8a4cb	1	temp_run/generated/SWE-bench_Verified.jsonl	159	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	3	2	3	3	2	1843	0	success	1
django__django-12663	issue	1	93f10cf02d9ab0b667996aca6a1b498b2b5e9bcad47247af5491bf8f4c3b9095	1	temp_run/generated/SWE-bench_Verified.jsonl	752	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	3	3	1	3	3	2263	0	success	1
django__django-12708	issue	1	bddd2ae4537fe851d614e32928149ea09adb8c17f38797870f6837dcfd0798f9	1	temp_run/generated/SWE-bench_Verified.jsonl	238	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	6	3	1	6	4	2147	0	success	1
django__django-12713	issue	1	f072a0c1f116096137fa8ceaf2ff5e229c97c66a61036f4f10d16fbea8b8a80d	1	temp_run/generated/SWE-bench_Verified.jsonl	64	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	4	2	1	4	3	1931	0	success	1
django__django-12741	issue	1	b844871adbbf297e1902b84cc399c80a0b649e591cf33afa2b83614b6670a7dc	1	temp_run/generated/SWE-bench_Verified.jsonl	82	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	2	2	1	2	2	1286	0	success	1
django__django-12754	issue	1	c0dfb0af690143b272cd48f89572ea54fec828b9eacd866eec6831db1e605dc9	1	temp_run/generated/SWE-bench_Verified.jsonl	188	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	8	3	1	8	4	2296	0	success	1
django__django-12774	issue	0		1	temp_run/generated/SWE-bench_Verified.jsonl	287	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	0	0	0	0	0	977	0	failed	0
django__django-12858	issue	1	f03638232dd87fc21c2a279ab30e7b27d367c13f74d86b59e55328a1cffc2694	1	temp_run/generated/SWE-bench_Verified.jsonl	217	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	6	4	0	6	4	2480	0	success	1
django__django-12965	issue	1	9b8a9282ef10e773982a9cf4e6ccb053c98388c64383719b9f06df7e30292f57	1	temp_run/generated/SWE-bench_Verified.jsonl	676	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	6	4	2	6	4	3122	1	success	1
django__django-13012	issue	1	cd8445213a58d625c4460217c8543c17ac92ab73d384c3b6feeac60f53434859	1	temp_run/generated/SWE-bench_Verified.jsonl	335	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	7	3	2	7	4	2262	0	success	1
django__django-13023	issue	1	5c3aad0bf1bd3fc8d33ca0b2c63e7b62557b167b47296a1d0a12d7338557f5bc	1	temp_run/generated/SWE-bench_Verified.jsonl	119	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	2	2	1	2	2	1449	0	success	1
django__django-13028	issue	1	ddd2996b568f55cd0d0e581a42d7e1edb2763b82508d71be57b9e12030a8da79	1	temp_run/generated/SWE-bench_Verified.jsonl	694	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	2	1	0	2	2	1937	1	success	1
django__django-13033	issue	1	c20f2386214f2630ca089ec6cc38dcf4bcfe4ad44724a7338c447c422cc1b94a	1	temp_run/generated/SWE-bench_Verified.jsonl	1054	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	8	4	0	8	4	3349	0	success	1
django__django-13089	issue	1	94639cbc3b8dbc7ba65f97db65225b4e5a614e73c2ba2a86122bef0ed7f635e7	1	temp_run/generated/SWE-bench_Verified.jsonl	407	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	1	1	0	1	1	1371	0	success	1
django__django-13109	issue	1	476837b301e4e71506b12840c7ba2c43944630f1a1800c05df7a7d11181e8258	1	temp_run/generated/SWE-bench_Verified.jsonl	417	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	1	1	0	1	1	1380	0	success	1
django__django-13112	issue	1	6a1ab2602af58a0df60b54c0a8a55d90e1ef8a04bb411b83fc1fd6057bb28094	1	temp_run/generated/SWE-bench_Verified.jsonl	474	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	10	6	2	10	4	3311	0	success	1
django__django-13121	issue	1	3fedc537b8b81adc5cc4bede2aebddf9b5685db792238a1c9d24363f503366dc	1	temp_run/generated/SWE-bench_Verified.jsonl	295	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	7	4	1	7	4	2068	0	success	1
django__django-13128	issue	1	6e34467f8b0e3dd9ead7c3560e594d9f3bac93dd7c3d0695c00ab2023173c1d7	1	temp_run/generated/SWE-bench_Verified.jsonl	89	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	6	1	4	6	2	1743	1	success	1
django__django-13158	issue	1	549db0b3105cf1b40c7de980c6acf3d71183559ea492db84adadf4256cee52b4	1	temp_run/generated/SWE-bench_Verified.jsonl	262	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	10	5	4	10	4	2342	0	success	1
