instance_id	variant	nonempty	patch_sha256	result_rows	dataset_source	problem_statement_tokens	first_prompt_profile	context_profile_version	response_prefill	max_retries	generation_extra_body	candidate_entity_count	candidate_file_count	candidate_class_scope_count	first_prompt_rendered_entity_count	first_prompt_source_entity_count	first_prompt_tokens	retry_count	final_status	applied_file_count
astropy__astropy-14365	bm25	1	a14c2576148155071ddc5750682c44a285ce96b1faa412842fe2aa221c0da263	1	temp_run/generated/SWE-bench_Verified.jsonl	446	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	15	4	4	15	6	3933	0	success	1
astropy__astropy-14369	bm25	1	d3df4117a3a3dc2eb34928e96ece62704bf85f39db8fae914c6f5df211ce0ade	1	temp_run/generated/SWE-bench_Verified.jsonl	679	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	14	5	1	14	4	3781	0	success	1
astropy__astropy-14508	bm25	1	714ed6ad3093fd3679aeca4d261c1b034c43e874ec31d1219d7ece0d8e968755	1	temp_run/generated/SWE-bench_Verified.jsonl	757	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	5	1	10	2	3937	0	success	1
astropy__astropy-14539	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	445	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	2	12	20	2	3555	1	failed	0
astropy__astropy-14598	bm25	1	b6975ed5a75f6867134ec231b7bc6f4c52b56961dd24628514815e4999de376c	1	temp_run/generated/SWE-bench_Verified.jsonl	747	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	17	4	1	9	2	2917	0	success	1
astropy__astropy-14995	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	732	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	15	4	0	15	2	3822	1	failed	0
astropy__astropy-7166	bm25	1	5a00279073d36a7db0e13ae494315754b8b619a8d6f7b225e9782db2a8b7f79c	1	temp_run/generated/SWE-bench_Verified.jsonl	38	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	17	7	7	17	8	3570	1	success	1
astropy__astropy-7336	bm25	1	78d8dfefca51ab13b63926aa43e00c7fe150d05616e84e727bc076cbebdf35b3	1	temp_run/generated/SWE-bench_Verified.jsonl	388	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	5	10	19	6	3981	0	success	1
astropy__astropy-7606	bm25	1	927857f164946d0398bed9720e298c5f1f902d5888fb693aa0f3d7de73ad34e1	1	temp_run/generated/SWE-bench_Verified.jsonl	281	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	5	15	19	6	3438	0	success	1
astropy__astropy-7671	bm25	1	3e0bd1ffea2f4d2a18e7cfc740af907670293fd31e1d235de839371a2abab93a	1	temp_run/generated/SWE-bench_Verified.jsonl	508	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	10	1	20	4	3875	0	success	1
astropy__astropy-8707	bm25	1	b38436af4fa02a6178d3c0672bbe4bf17b046a20076a6860ec7392b589816689	1	temp_run/generated/SWE-bench_Verified.jsonl	197	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	11	3	18	2	3845	1	success	2
astropy__astropy-8872	bm25	1	01cfbd5ae7567d810dc979719ad83ceb82abf7a20b757176590a61e0a8983855	1	temp_run/generated/SWE-bench_Verified.jsonl	291	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	15	3	2	15	7	3757	0	success	1
django__django-10097	bm25	1	a9f9c0687eefa24c61e72aa499554be1d75ded9ffc3ba5d276b6a3079a4eed44	1	temp_run/generated/SWE-bench_Verified.jsonl	563	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	18	6	8	18	4	3470	0	success	1
django__django-10554	bm25	1	1acef81f787f91a6bdfbf57600616ad41f0d51084ff2420d38ff131bf485d14f	1	temp_run/generated/SWE-bench_Verified.jsonl	821	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	7	0	20	4	3983	1	success	1
django__django-10880	bm25	1	e35162cd13976cbcb88ae71dbc3c7b0acef655d552f7ab05f9475dedcfcaf483	1	temp_run/generated/SWE-bench_Verified.jsonl	59	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	18	6	3	18	8	3656	0	success	1
django__django-10914	bm25	1	f7b455461d95d2aa52accb6c5d07b732bdd90d6c4c8bfa5c5c30e89bfbf8a9f2	1	temp_run/generated/SWE-bench_Verified.jsonl	216	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	18	8	10	18	4	3803	1	success	1
django__django-10973	bm25	1	9f10f6fbba5963fd12c1329b702dd224986c271f71593cf3cfd03a462a1deb16	1	temp_run/generated/SWE-bench_Verified.jsonl	80	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	10	6	19	8	3746	0	success	1
django__django-10999	bm25	1	bd61ed3020e5c7275f9e9b1f0eb7f1b8f32a7d40707915e027b66f590dcb442b	1	temp_run/generated/SWE-bench_Verified.jsonl	220	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	7	3	20	8	3814	0	success	1
django__django-11066	bm25	1	92478704b2c28d70c92cd30fd027b12f328a470a6b8495dd3d87d8d49c8908a6	1	temp_run/generated/SWE-bench_Verified.jsonl	409	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	7	7	20	4	3895	0	success	1
django__django-11087	bm25	1	34bf02a91c256530dda5c875336d6680309c4a521c8568b44ba45dd7f00b6079	1	temp_run/generated/SWE-bench_Verified.jsonl	1212	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	8	5	16	2	3943	0	success	1
django__django-11095	bm25	1	97cf6571ce19b1934089e8d43a46ea95ccc9f12bde7eafe968e1a22435b2e16e	1	temp_run/generated/SWE-bench_Verified.jsonl	89	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	18	3	4	18	6	2825	0	success	1
django__django-11099	bm25	1	2db38bbb09dc12234b38bc3973585edd1f149f33761c5e34f56bf8238406d399	1	temp_run/generated/SWE-bench_Verified.jsonl	171	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	18	10	15	18	4	3788	0	success	1
django__django-11119	bm25	1	f4cd8539831a3a7bf11852f6c2bfafd9886b323b5857b5612017a9214b59c001	1	temp_run/generated/SWE-bench_Verified.jsonl	84	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	7	12	20	4	3747	0	success	1
django__django-11133	bm25	1	870986ff525c285b266961b302232a2372948f91c1af346ee435ef34e56485a6	1	temp_run/generated/SWE-bench_Verified.jsonl	190	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	8	8	19	8	3968	0	success	1
django__django-11138	bm25	1	c0c56de6b0698d9a3142f5827d4a33ebc13887933f31bb5a0afac202895c646a	1	temp_run/generated/SWE-bench_Verified.jsonl	894	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	5	3	19	6	3949	0	success	3
django__django-11141	bm25	1	604d1db105397c5b5ccc100e83ceec36d6fefea2e587026d8c69825115a8dfe1	1	temp_run/generated/SWE-bench_Verified.jsonl	179	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	7	7	19	6	3931	0	success	1
django__django-11149	bm25	1	5bef52d38af49ab5836423d50e9388d0e62b1ab2cbb487e058a94e5cdf767f60	1	temp_run/generated/SWE-bench_Verified.jsonl	189	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	18	5	9	18	6	3804	0	success	1
django__django-11163	bm25	1	0805c5f45ab01a16afb714b13de98f231507fc9ef8c91d7088a827bf9dc9df67	1	temp_run/generated/SWE-bench_Verified.jsonl	98	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	7	2	20	8	3366	0	success	1
django__django-11179	bm25	1	c4e3f65cfc8a864159bc689fd2e9d9aa032891f51444aece8b4d44127a5a3218	1	temp_run/generated/SWE-bench_Verified.jsonl	65	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	8	4	19	6	3627	0	success	1
django__django-11206	bm25	1	309947293e1759f79350764de2234131468d916c2e956d569fcc6f7752fdab77	1	temp_run/generated/SWE-bench_Verified.jsonl	159	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	5	0	20	8	3678	0	success	1
django__django-11211	bm25	1	1b22faf54fac7bc18cf29dec218eadf3a83807b0f451b6b2d9c05b9f9a3e0cf8	1	temp_run/generated/SWE-bench_Verified.jsonl	221	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	6	7	19	8	3976	0	success	1
django__django-11239	bm25	1	d7082f4bb211433d5515b4e7ebc2d683c9230ee0635f6a8d0c69bd1c1364d1b0	1	temp_run/generated/SWE-bench_Verified.jsonl	275	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	8	7	19	8	3728	0	success	1
django__django-11265	bm25	1	097abb19577aecb200d873d31e3d119212addf11f0e44856b58c9e7d25436164	1	temp_run/generated/SWE-bench_Verified.jsonl	1085	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	4	3	20	2	3889	1	success	1
django__django-11276	bm25	1	92898f695b2f29bd944ee4a6f6e48e977481e5f7db32f7a9c669a76b6869cd1e	1	temp_run/generated/SWE-bench_Verified.jsonl	256	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	6	0	20	6	2962	0	success	2
django__django-11292	bm25	1	05abaa8a5401e17a64a8c1357b2377d2f3b3cf60a0c48190889080a8d158c87e	1	temp_run/generated/SWE-bench_Verified.jsonl	78	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	9	11	20	8	3974	0	success	1
django__django-11299	bm25	1	8f0617814c6927c1a895b7ba38990ad8be6c53c9e82cf419ea8f49c1a30f8863	1	temp_run/generated/SWE-bench_Verified.jsonl	751	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	12	5	4	12	6	3249	0	success	2
django__django-11333	bm25	1	a2cf4b3d8e13bf04a1eef66ffc33bc77987a8de0f172276521b38ec20feb525f	1	temp_run/generated/SWE-bench_Verified.jsonl	323	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	3	5	20	6	3011	0	success	1
django__django-11400	bm25	1	3377b443b672d5dd0b13b6050ed2875e1fabfb7493d920280f8cf0475c847351	1	temp_run/generated/SWE-bench_Verified.jsonl	187	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	2	19	20	5	3879	0	success	1
django__django-11433	bm25	1	f6dc5fcc4d5aa80f0524de0562b14c45e8c80d993f585516fc733cfda2f43fb6	1	temp_run/generated/SWE-bench_Verified.jsonl	137	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	18	6	8	18	6	3536	0	success	1
django__django-11451	bm25	1	413609e837cccfcb59d26526dbdcc3837cb435bf7ced5eb5e86ba23a48c3da09	1	temp_run/generated/SWE-bench_Verified.jsonl	444	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	3	6	20	8	3692	0	success	1
django__django-11477	bm25	1	7ae59f05a82e483221e741ede8c90c01a759764e687b1db22aab373f5b6025c4	1	temp_run/generated/SWE-bench_Verified.jsonl	48	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	17	7	4	17	8	3519	0	success	1
django__django-11490	bm25	1	afdcc923bcd006367b497343ca44fd4672a18bca8d7d658e56889ed1e86fef91	1	temp_run/generated/SWE-bench_Verified.jsonl	126	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	3	7	19	6	3586	0	success	1
django__django-11532	bm25	1	0e35decd95ca2c4b8c3ad8ef1616c06a2894567418711034223d98bcc8c07a8b	1	temp_run/generated/SWE-bench_Verified.jsonl	677	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	4	7	19	6	3896	0	success	1
django__django-11551	bm25	1	432805717a367e67e4dc97f9e4224dfde207011bab4b7f7a5735718684132cd8	1	temp_run/generated/SWE-bench_Verified.jsonl	1212	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	3	1	20	3	3800	0	success	1
django__django-11555	bm25	1	c7e5f457b63a7e32ff840a3fcb85eeb71c840dd12a8a304f16d30ada518f0ad4	1	temp_run/generated/SWE-bench_Verified.jsonl	165	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	16	5	7	16	6	3286	1	success	1
django__django-11603	bm25	1	d375bfb8765772501aa2bdf44246a8ec4e7386f0451fd45d10bec763af82f9b4	1	temp_run/generated/SWE-bench_Verified.jsonl	82	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	2	18	20	3	2542	0	success	1
django__django-11728	bm25	1	825d03ca76e0084e05e7fdb77b7e6f64fa6de888955bd4965a53643bf2ff6aef	1	temp_run/generated/SWE-bench_Verified.jsonl	116	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	15	9	2	15	6	3890	0	success	1
django__django-11734	bm25	1	eb80fee339951160a8d8b91654548aa974e8acded5acfe605298be8b7892877d	1	temp_run/generated/SWE-bench_Verified.jsonl	228	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	18	6	6	18	6	3911	1	success	1
django__django-11740	bm25	1	f5c073966e9982b4dd252f17ece394e1b8d357b73f67529472ec2efbadf1b0af	1	temp_run/generated/SWE-bench_Verified.jsonl	492	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	17	10	9	13	2	3347	0	success	1
django__django-11749	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	277	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	15	10	20	4	3588	1	failed	0
django__django-11790	bm25	1	179d11b2f3380e379696142ba6743a027b5debc341c9e8e300f1760f59a9b5f7	1	temp_run/generated/SWE-bench_Verified.jsonl	115	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	16	6	14	16	7	3843	0	success	1
django__django-11815	bm25	1	27f214545bc850929c1cb86e4b0565c131f05081b84a429cb8966ded0b2fc6b8	1	temp_run/generated/SWE-bench_Verified.jsonl	359	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	6	9	19	8	3908	0	success	1
django__django-11820	bm25	1	11c3ce6d05a154344d9817aaaa77a08fdaab862adf3bdb3affad7225a98723d4	1	temp_run/generated/SWE-bench_Verified.jsonl	102	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	17	9	3	17	6	3722	0	success	1
django__django-11848	bm25	1	8c9adc9db428a8a8cf89dc7b22279f0dfb1727f55756eef1fa148736c9289d50	1	temp_run/generated/SWE-bench_Verified.jsonl	159	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	2	0	20	5	3064	0	success	1
django__django-11880	bm25	1	b0d5bfcdce43dfa55399df8aad2a075521bbe99b8a61da3fb156908de9bcea3f	1	temp_run/generated/SWE-bench_Verified.jsonl	265	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	2	16	20	4	3827	0	success	1
django__django-11885	bm25	1	27bc5933a31c29ef1ea33b0f02ef663c9d5e3bdaa7587b42c30aaa6a9e4ab551	1	temp_run/generated/SWE-bench_Verified.jsonl	297	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	7	8	19	4	3775	0	success	1
django__django-11951	bm25	1	0e6f386e6e0de080810acd35d6c03b454beb8f4f9dddce99f1487da9f8d23a44	1	temp_run/generated/SWE-bench_Verified.jsonl	155	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	4	8	20	6	3944	0	success	1
django__django-11964	bm25	1	99a2492dbef870249ff60734c0a515e5045bca05d1bde7cceb13a4e6d382a6b5	1	temp_run/generated/SWE-bench_Verified.jsonl	518	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	5	11	20	2	3769	1	success	1
django__django-11999	bm25	1	edf676ecd1e33d8ca3cce7ba3c7dd1ffdddd7ce3139d32f3f9247af14252e676	1	temp_run/generated/SWE-bench_Verified.jsonl	148	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	9	4	19	8	3714	0	success	1
django__django-12039	bm25	1	0bc438decd3cb57b6b73f977a63ab9946f39e1ef38b7d0f83b5dc38faf050d39	1	temp_run/generated/SWE-bench_Verified.jsonl	292	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	5	7	20	8	3754	0	success	1
django__django-12050	bm25	1	46f267d8586aa293f1253351add9644a5710c27ea23f7403382c0172b141ac70	1	temp_run/generated/SWE-bench_Verified.jsonl	70	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	8	8	19	8	3970	1	success	1
django__django-12125	bm25	1	ffa7bbd2080e22cd3d7e693dd404900b5713ecf042786f43fb131287628a367b	1	temp_run/generated/SWE-bench_Verified.jsonl	367	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	8	8	19	6	3991	1	success	1
django__django-12143	bm25	1	7648aaeec1b8045a2d1f6c738f4fd7b0f2d2514d549d09f14d439317de068e04	1	temp_run/generated/SWE-bench_Verified.jsonl	349	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	4	1	20	7	3626	0	success	1
django__django-12155	bm25	1	3605a23a4bb9b03da256ed0669b2df7d4190baeed241cfdb1ee96108baaf4ba2	1	temp_run/generated/SWE-bench_Verified.jsonl	183	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	6	13	20	8	3625	0	success	1
django__django-12193	bm25	1	5cf7acdf3b31c0e68c3942d5d87420d592960518ce1da0d543aefa0a038b0032	1	temp_run/generated/SWE-bench_Verified.jsonl	158	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	4	18	20	4	3638	0	success	1
django__django-12209	bm25	1	e2327e51980718136f57e178e2cca4f964df556cce4b78d8407390d714066d66	1	temp_run/generated/SWE-bench_Verified.jsonl	270	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	4	11	20	8	3956	0	success	1
django__django-12262	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	231	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	4	14	19	7	3989	1	failed	0
django__django-12273	bm25	1	6b307f25802235eba5b63669f04df4342382d354907977939004165822df50ff	1	temp_run/generated/SWE-bench_Verified.jsonl	226	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	17	6	5	17	6	3575	0	success	1
django__django-12276	bm25	1	15b1dd8511a9e58020a2753f95532a1ed67fbe928035cc93dadca1130d167a01	1	temp_run/generated/SWE-bench_Verified.jsonl	149	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	6	18	20	4	3774	0	success	1
django__django-12304	bm25	1	330add09ace1652dfbc232070af61a7aa55df331e91b0d70be75df75c764ac2a	1	temp_run/generated/SWE-bench_Verified.jsonl	125	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	17	7	3	17	4	3956	1	success	1
django__django-12308	bm25	1	895cac3b3c53f7b32362613d4967a6c9ff02fd3504903ab0cd4913c148954194	1	temp_run/generated/SWE-bench_Verified.jsonl	101	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	16	4	2	16	6	3338	0	success	1
django__django-12325	bm25	1	61ec3bd70ed0064040e2e67771f6d7859abffc107f94c75afffa061644fd8e31	1	temp_run/generated/SWE-bench_Verified.jsonl	194	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	9	5	19	4	3592	0	success	1
django__django-12406	bm25	1	32893351cb7a59d4669cf0c91b07852296e4d8debaa63fb847e148f08b2bf939	1	temp_run/generated/SWE-bench_Verified.jsonl	269	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	5	19	20	4	3864	0	success	1
django__django-12419	bm25	1	d069a38a1ada4b6472a3143ff77cfc0f860692930194225c7fbdc52885ae4a38	1	temp_run/generated/SWE-bench_Verified.jsonl	159	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	16	6	5	16	6	3871	0	success	1
django__django-12663	bm25	1	7a89c69e52ecad7b4cc1554e73ab5ff4872a5a26a35a3daae8df94ef883f16ea	1	temp_run/generated/SWE-bench_Verified.jsonl	752	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	8	5	19	6	3885	0	success	1
django__django-12708	bm25	1	3005cddd839f25b79f2a629a593bf58a2bf7b73131bd5896993c934f2c899060	1	temp_run/generated/SWE-bench_Verified.jsonl	238	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	17	6	2	17	7	3403	1	success	1
django__django-12713	bm25	1	e3c3313e9098d886ca24a7c609a4f5428bd3e5b4152744e8d139f429d1fadf90	1	temp_run/generated/SWE-bench_Verified.jsonl	64	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	4	8	19	8	3963	0	success	1
django__django-12741	bm25	1	b844871adbbf297e1902b84cc399c80a0b649e591cf33afa2b83614b6670a7dc	1	temp_run/generated/SWE-bench_Verified.jsonl	82	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	15	3	1	15	7	2874	0	partial	1
django__django-12754	bm25	1	6f0e552fb28aeb58976b258fc66846428814a152b8b67bf9c894d264b4ace093	1	temp_run/generated/SWE-bench_Verified.jsonl	188	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	18	8	4	18	6	3787	0	success	1
django__django-12774	bm25	1	bfc7398ab5e76c330522e859a0779b03f59bb330c6d1b486ac51e745cd0df9af	1	temp_run/generated/SWE-bench_Verified.jsonl	287	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	7	9	20	4	3517	0	success	1
django__django-12858	bm25	1	dcd98d881e7d78027f7462d13c2f26e2213ade4861ce722fe4eefb2425933840	1	temp_run/generated/SWE-bench_Verified.jsonl	217	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	17	9	3	17	8	3967	1	success	1
django__django-12965	bm25	1	bad7ed251030d042a2d274ad9b71223d2d98023d8b27400faffbc63a4f2023ed	1	temp_run/generated/SWE-bench_Verified.jsonl	676	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	18	8	8	18	2	3676	1	success	1
django__django-13012	bm25	1	498f0adb4dfbe877abc1a225192f6db8ba43f67bccf2af617d777064aade7d9e	1	temp_run/generated/SWE-bench_Verified.jsonl	335	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	3	12	19	6	3579	0	success	1
django__django-13023	bm25	1	8a72143f94dab20930e014f5170d31d691a4794883df7d18bcfef4f826437d1b	1	temp_run/generated/SWE-bench_Verified.jsonl	119	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	3	19	20	6	3578	0	success	2
django__django-13028	bm25	1	6be7195b27d79aac7c6bdd977dca7cbed99712404c04d152e30bf52fea2ddc3d	1	temp_run/generated/SWE-bench_Verified.jsonl	694	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	7	11	20	6	3914	0	success	1
django__django-13033	bm25	1	64284713d8e2497a4ffb27a15b2dac58226f3d9fb37cd4414f19260024932992	1	temp_run/generated/SWE-bench_Verified.jsonl	1054	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	18	7	6	18	2	3651	0	success	1
django__django-13089	bm25	1	21161acf39a2ff00c8a34fa7e151be6592f90bf1ac2544af08bd2d228e38b4f3	1	temp_run/generated/SWE-bench_Verified.jsonl	407	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	4	1	20	8	3365	0	success	1
django__django-13109	bm25	1	476837b301e4e71506b12840c7ba2c43944630f1a1800c05df7a7d11181e8258	1	temp_run/generated/SWE-bench_Verified.jsonl	417	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	6	5	15	2	3959	0	success	1
