instance_id	variant	nonempty	patch_sha256	result_rows	dataset_source	problem_statement_tokens	first_prompt_profile	context_profile_version	response_prefill	max_retries	generation_extra_body	candidate_entity_count	candidate_file_count	candidate_class_scope_count	first_prompt_rendered_entity_count	first_prompt_source_entity_count	first_prompt_tokens	retry_count	final_status	applied_file_count
django__django-14559	mural	1	a165a37c3acccaa18a254d645fa2e40c47bd24a7ba093e30b84363c1811b2c64	1	SWE-bench_Verified	125	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	7	6	20	7	3889	0	success	1
django__django-14608	mural	1	f0f6845179577ad7da586fe21907ac539e230c5247783bd5504ace9a466db3b4	1	SWE-bench_Verified	138	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	18	5	3	18	8	3556	0	success	1
django__django-15104	mural	1	943f9a911650671c110778dddb752853cce79112be5f04bec5af49e05c021a19	1	SWE-bench_Verified	1122	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	2	0	20	3	3635	0	success	1
django__django-15280	mural	1	695a8c0a0d93beb27b8858ae38b1af249a6d6a2358fd00d67aae948ea85067ea	1	SWE-bench_Verified	601	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	17	4	5	17	6	3963	0	success	1
django__django-15554	mural	1	7d75e0e83d599102071b046ed5b23b183c1745a851bd7b84a59544deb84eb575	1	SWE-bench_Verified	320	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	17	3	2	17	8	3466	0	success	1
django__django-15572	mural	1	14fb7f3e9846e63cf14d3c43cdf01e2ec1ccea11fdcdf60e8d1dd12f63706a3d	1	SWE-bench_Verified	362	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	18	5	2	18	6	3389	0	success	1
django__django-16032	mural	1	440ebbdf0be14022781d3e0f53535fe27288ab39aa7c590e2c146e623ba20fe7	1	SWE-bench_Verified	227	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	18	5	4	18	6	3716	0	success	1
django__django-16082	mural	0		1	SWE-bench_Verified	60	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	15	1	11	15	4	2742	1	failed	0
django__django-16136	mural	1	e46f19eec4e7093f08572e36d52652783f9d383a4af956833f5b63351cc79cc3	1	SWE-bench_Verified	588	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	3	12	19	4	3578	0	success	1
django__django-16263	mural	1	13d2b54963eeaa9b185ba8710666b509121553526ca59e4af79ba5a760292699	1	SWE-bench_Verified	126	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	3	1	19	6	2960	0	success	1
django__django-16333	mural	1	2a79f7084c98bdc3619ff50f208eeba16b0b3bcb469053f2249e50a7dfb57265	1	SWE-bench_Verified	138	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	4	11	19	5	3817	0	success	1
django__django-16950	mural	1	746fc8eff198665b58a11a22248c7eef923a6dda6dbe0e87e85b17c00b99dfbe	1	SWE-bench_Verified	369	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	18	3	5	18	8	3840	0	success	1
matplotlib__matplotlib-20859	mural	1	3ab77075152114b49909da74df0478f3c910ad02aae564f8eb934b3c42e55fb8	1	SWE-bench_Verified	642	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	2	3	20	2	3625	0	success	1
matplotlib__matplotlib-26466	mural	1	175703e760e0d52cded0c26832dcc159cb96ead994c1fecc74590ab1b3b562d6	1	SWE-bench_Verified	422	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	7	6	20	4	3725	0	success	1
psf__requests-1921	mural	1	d1f49db1654829c5512dae724a8605881066c9aeaf33b8e9d20dbfd5f7b7d257	1	SWE-bench_Verified	170	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	8	7	20	8	3574	0	success	1
pydata__xarray-2905	mural	1	7738aaadc4a27dfecae26e79c7d5b45e79497817efa2cbce145465c27b792270	1	SWE-bench_Verified	661	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	18	3	3	18	6	3845	0	success	1
pydata__xarray-4094	mural	1	9d338152b73cc0c60d17fda364e9ca87e329ebe7ab1d4b7b8374b6c9838129d7	1	SWE-bench_Verified	575	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	18	4	4	18	4	3743	0	success	1
pydata__xarray-4687	mural	1	1b7ec128f02f5873848e4b25ba41c2999c04182c1d5fd56b606ff73e087ad7aa	1	SWE-bench_Verified	1204	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	18	5	1	18	2	3772	0	success	1
pydata__xarray-4695	mural	1	0e393f1add1cf0876434737531d88071806c7b7caae6d16b675d3b4b8e9fc60a	1	SWE-bench_Verified	1209	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	8	2	1	8	3	2990	0	success	1
pydata__xarray-4966	mural	1	17bdd26d956ba4e2638f71f833f78b1689a3996c4ab388fed4a16e896b7e5d50	1	SWE-bench_Verified	1210	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	7	8	17	2	3908	1	success	1
pydata__xarray-6599	mural	1	62962ba92ae7df5712da9c4c0ed3a9672dd60c865563906183961169624f389f	1	SWE-bench_Verified	1203	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	15	5	0	15	6	3948	1	success	1
pydata__xarray-6721	mural	1	be2bb6718fedf2f445fcaeb07d49376007c85ba3af59e4a27ea28c9227eb6f3a	1	SWE-bench_Verified	1204	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	5	5	20	2	3788	0	success	1
pydata__xarray-6744	mural	1	15123348f6b45fde519537b195c93687fd3cc9a73dfe83cc83ea5d7dbea85a79	1	SWE-bench_Verified	442	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	17	2	9	17	5	3610	0	success	1
pydata__xarray-6992	mural	1	f9a5a21f81a63858178fa6c4ce0022ce3aed254c5a65da4e18c89bf4479306c3	1	SWE-bench_Verified	410	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	17	2	5	17	5	3402	0	success	1
pydata__xarray-7233	mural	1	b430effe3939026e64de4c2d285c33ef816b6316932cb3155492dbd4627d9b28	1	SWE-bench_Verified	534	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	17	4	2	17	4	3932	0	success	1
pylint-dev__pylint-4604	mural	1	58f5c2c9648c82f3bb1073bb9c8de0c4d6fa078723247187c985627d5ffb92b9	1	SWE-bench_Verified	208	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	16	5	3	8	2	3601	0	success	1
pylint-dev__pylint-6903	mural	1	ed88e2da677c74bf0ba50cc35d0afdc2cac3eb35673cb3fa0d821bc99b05b99b	1	SWE-bench_Verified	844	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	3	1	20	4	3859	0	success	1
pytest-dev__pytest-6202	mural	1	eb515a1b32cac24d4a2d76703d92fdf8c3246f71cc08505bf3827f4f5641249c	1	SWE-bench_Verified	656	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	8	12	19	4	3789	0	success	1
pytest-dev__pytest-7205	mural	1	186f8521117fc7c4528e4d46ea05c3a2c7702e02d191c9231001160fd229d764	1	SWE-bench_Verified	1169	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	6	6	20	4	3901	0	success	1
scikit-learn__scikit-learn-14141	mural	1	d327dc4a8f47b7b56027e35023acdb3ddc49d2fa20b6c852f4b2a56b87bd9a33	1	SWE-bench_Verified	39	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	17	5	0	17	8	2596	0	success	1
scikit-learn__scikit-learn-25102	mural	1	3812d37e3f04d4c6c3715ed86cbac0fc25fd9d6ef55cca13c077beece30676ed	1	SWE-bench_Verified	559	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	15	3	1	15	6	3605	1	success	1
sphinx-doc__sphinx-10435	mural	1	d7b38ab6577cd187deb0e458f5c16652c2c8fc6612685b1b9fabab7362c6081a	1	SWE-bench_Verified	784	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	18	10	6	14	2	3858	1	success	1
sphinx-doc__sphinx-10449	mural	1	d3e0e85bf32642361e5be6214d97e0cfcdc3ee301dc95203da3c0f3225b61e65	1	SWE-bench_Verified	1049	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	16	2	13	16	4	3978	0	success	2
sphinx-doc__sphinx-10673	mural	1	d07535af1b38d3f95534dc7b1e824f22a8808185130399afe88c3f74039217e6	1	SWE-bench_Verified	345	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	18	9	3	18	2	3507	0	success	1
sphinx-doc__sphinx-11445	mural	1	96366f7676c66c548238185bb6757106f760e15b717764e75efd37dd4e623e8f	1	SWE-bench_Verified	534	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	17	10	8	17	6	3787	0	success	1
sphinx-doc__sphinx-7454	mural	1	d75fd74700ca821d64cbbe79ac40492e841079e332bce378837842c66985e997	1	SWE-bench_Verified	761	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	15	4	6	15	6	3907	0	success	1
sphinx-doc__sphinx-7462	mural	1	e2bfcc8eebd8286025db19b8aefaed3402f66768dabbb71cd4928568a0c6a3ad	1	SWE-bench_Verified	347	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	4	10	19	3	3906	0	success	1
sphinx-doc__sphinx-8593	mural	1	6cb024bc37852c054e9b0d207c59e812ca5e5d18c1654f50e62eaec7d262beaa	1	SWE-bench_Verified	179	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	18	2	8	18	5	3650	0	success	1
sphinx-doc__sphinx-8638	mural	1	1fb033aadf411741414166725872c214777484b1354420ede14058d73820a0e7	1	SWE-bench_Verified	699	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	16	4	7	16	4	3759	0	success	1
sphinx-doc__sphinx-9230	mural	0		1	SWE-bench_Verified	364	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	15	4	11	15	6	3878	1	failed	0
sphinx-doc__sphinx-9258	mural	1	99fac2d4ed67d11b929017075a6f2f5a36ccb02acd91b83e2c3d523c0b43836e	1	SWE-bench_Verified	130	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	15	6	5	15	4	3794	1	success	1
sphinx-doc__sphinx-9281	mural	1	26afc57278cee2e9a4b36b706b9b70e8212c704ffd7b71ef4acf0e559122ac32	1	SWE-bench_Verified	210	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	16	5	6	16	6	3820	0	success	1
sphinx-doc__sphinx-9367	mural	1	7f323ded5241e46c48483e94fb62e5cc4eb484a86ef017ebe099a81a572c76c3	1	SWE-bench_Verified	142	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	8	7	19	6	3951	0	success	1
sphinx-doc__sphinx-9711	mural	1	3b29eaa8d8973e642d42d1d2a6d6bb61c719c18fa238ec5654717d19230c16d4	1	SWE-bench_Verified	402	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	9	3	20	4	3988	0	success	1
sympy__sympy-16597	mural	1	50799b306edda3aa9589928666d3a8fe0d36fd74141ef257d1e5ad3795246600	1	SWE-bench_Verified	88	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	14	7	1	14	8	3459	0	success	1
sympy__sympy-18698	mural	1	d2ebed6e34b25976d1a954119393f357e46a798237c555e6319f2890ffea2e43	1	SWE-bench_Verified	218	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	16	2	0	16	5	2899	0	success	1
sympy__sympy-21596	mural	1	e9effab2a12d64afffcf92a611e30e9495cc5d0e7b6e914c1eeb4eb604b6685c	1	SWE-bench_Verified	258	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	16	4	5	16	7	3556	0	success	1
